bnf_sec,bnf_sub_sec,imd_cat,prescribe_col,corr
2,Antifibrinolytic Drugs & Haemostatics,crime,net_ingredient_cost,-0.2361089146676956
2,Antifibrinolytic Drugs & Haemostatics,education,items,-0.10312371630084415
2,Antifibrinolytic Drugs & Haemostatics,education,quantity,-0.10881988541259038
2,Antifibrinolytic Drugs & Haemostatics,education,act_cost,-0.0994214280619988
2,Antifibrinolytic Drugs & Haemostatics,education,net_ingredient_cost,-0.09957819164067053
2,Antifibrinolytic Drugs & Haemostatics,housing,items,0.09441752388297338
2,Antifibrinolytic Drugs & Haemostatics,housing,quantity,0.08086250486133147
2,Antifibrinolytic Drugs & Haemostatics,housing,act_cost,0.06469205695962826
2,Antifibrinolytic Drugs & Haemostatics,housing,net_ingredient_cost,0.06487100760314299
2,Antifibrinolytic Drugs & Haemostatics,income,items,-0.16171779446413076
2,Antifibrinolytic Drugs & Haemostatics,income,quantity,-0.16086545799099705
2,Antifibrinolytic Drugs & Haemostatics,income,act_cost,-0.1484047756832874
2,Antifibrinolytic Drugs & Haemostatics,income,net_ingredient_cost,-0.14852282381534226
2,Antifibrinolytic Drugs & Haemostatics,health,items,-0.14461638179051897
2,Antifibrinolytic Drugs & Haemostatics,health,quantity,-0.14194469562239984
2,Antifibrinolytic Drugs & Haemostatics,health,act_cost,-0.12725936209323027
2,Antifibrinolytic Drugs & Haemostatics,health,net_ingredient_cost,-0.1274064554747732
2,Antifibrinolytic Drugs & Haemostatics,IMD,items,-0.1293355055487523
2,Antifibrinolytic Drugs & Haemostatics,IMD,quantity,-0.13304733196461968
2,Antifibrinolytic Drugs & Haemostatics,IMD,act_cost,-0.12351936951104728
2,Antifibrinolytic Drugs & Haemostatics,IMD,net_ingredient_cost,-0.1236405037849751
2,Antifibrinolytic Drugs & Haemostatics,children,items,-0.1607522799489181
2,Antifibrinolytic Drugs & Haemostatics,children,quantity,-0.15745352521562797
2,Antifibrinolytic Drugs & Haemostatics,children,act_cost,-0.1451244734322573
2,Antifibrinolytic Drugs & Haemostatics,children,net_ingredient_cost,-0.14525731620302054
2,Antifibrinolytic Drugs & Haemostatics,employment,items,-0.12665935931636393
2,Antifibrinolytic Drugs & Haemostatics,employment,quantity,-0.12857533416826278
2,Antifibrinolytic Drugs & Haemostatics,employment,act_cost,-0.11983847371782062
2,Antifibrinolytic Drugs & Haemostatics,employment,net_ingredient_cost,-0.12002640341752743
2,Antifibrinolytic Drugs & Haemostatics,environment,items,-0.06439576452343045
2,Antifibrinolytic Drugs & Haemostatics,environment,quantity,-0.06753348940708304
2,Antifibrinolytic Drugs & Haemostatics,environment,act_cost,-0.060449252419605075
2,Antifibrinolytic Drugs & Haemostatics,environment,net_ingredient_cost,-0.06040474244878039
2,Antifibrinolytic Drugs & Haemostatics,living,items,0.02347878732025672
2,Antifibrinolytic Drugs & Haemostatics,living,quantity,0.015280221556894626
2,Antifibrinolytic Drugs & Haemostatics,living,act_cost,0.011928716286184287
2,Antifibrinolytic Drugs & Haemostatics,living,net_ingredient_cost,0.01203953999433539
2,Lipid-Regulating Drugs,crime,items,-0.3475699315276177
2,Lipid-Regulating Drugs,crime,quantity,-0.34580200169172726
2,Lipid-Regulating Drugs,crime,act_cost,-0.28489898883724935
2,Lipid-Regulating Drugs,crime,net_ingredient_cost,-0.2847040566574981
2,Lipid-Regulating Drugs,education,items,-0.09967448978454514
2,Lipid-Regulating Drugs,education,quantity,-0.13274257615916069
2,Lipid-Regulating Drugs,education,act_cost,-0.1266754759968527
2,Lipid-Regulating Drugs,education,net_ingredient_cost,-0.1267075992595976
2,Lipid-Regulating Drugs,housing,items,0.09922207050384065
2,Lipid-Regulating Drugs,housing,quantity,0.07108583930938817
2,Lipid-Regulating Drugs,housing,act_cost,0.08531718239187455
2,Lipid-Regulating Drugs,housing,net_ingredient_cost,0.0856118881838755
2,Lipid-Regulating Drugs,income,items,-0.19446170678293098
2,Lipid-Regulating Drugs,income,quantity,-0.223625560167413
2,Lipid-Regulating Drugs,income,act_cost,-0.184658948831244
2,Lipid-Regulating Drugs,income,net_ingredient_cost,-0.18476149753012758
2,Lipid-Regulating Drugs,health,items,-0.1315285026007684
2,Lipid-Regulating Drugs,health,quantity,-0.17731824276633246
2,Lipid-Regulating Drugs,health,act_cost,-0.15584365302529224
2,Lipid-Regulating Drugs,health,net_ingredient_cost,-0.15611330641550403
2,Lipid-Regulating Drugs,IMD,items,-0.1367975723627887
2,Lipid-Regulating Drugs,IMD,quantity,-0.1768421416528063
2,Lipid-Regulating Drugs,IMD,act_cost,-0.14695261685193273
2,Lipid-Regulating Drugs,IMD,net_ingredient_cost,-0.14703305672115013
2,Lipid-Regulating Drugs,children,items,-0.18966917465145194
2,Lipid-Regulating Drugs,children,quantity,-0.2195257222431454
2,Lipid-Regulating Drugs,children,act_cost,-0.18433281450057798
2,Lipid-Regulating Drugs,children,net_ingredient_cost,-0.18449124044104567
2,Lipid-Regulating Drugs,employment,items,-0.12225275281217446
2,Lipid-Regulating Drugs,employment,quantity,-0.16246268750208132
2,Lipid-Regulating Drugs,employment,act_cost,-0.14219562320528226
2,Lipid-Regulating Drugs,employment,net_ingredient_cost,-0.14244755826408473
2,Lipid-Regulating Drugs,environment,items,-0.0622512311098666
2,Lipid-Regulating Drugs,environment,quantity,-0.07690741909753675
2,Lipid-Regulating Drugs,environment,act_cost,-0.03667671925685356
2,Lipid-Regulating Drugs,environment,net_ingredient_cost,-0.03647675361379449
2,Lipid-Regulating Drugs,living,items,0.05830974193266651
2,Lipid-Regulating Drugs,living,quantity,0.03219061106859512
2,Lipid-Regulating Drugs,living,act_cost,0.058046439410603494
2,Lipid-Regulating Drugs,living,net_ingredient_cost,0.05827991094314815
2,Local Sclerosants,crime,items,-0.015595635614716535
2,Local Sclerosants,crime,quantity,0.1437194844862214
2,Local Sclerosants,crime,act_cost,0.08420533212701212
2,Local Sclerosants,crime,net_ingredient_cost,0.08487703052584028
2,Local Sclerosants,education,items,0.025016239183003715
2,Local Sclerosants,education,quantity,0.21512206032541387
2,Local Sclerosants,education,act_cost,0.14378145143352897
2,Local Sclerosants,education,net_ingredient_cost,0.1466977944803329
2,Local Sclerosants,housing,items,-0.173110522446045
2,Local Sclerosants,housing,quantity,-0.20278776619511737
2,Local Sclerosants,housing,act_cost,-0.23502453613970473
2,Local Sclerosants,housing,net_ingredient_cost,-0.23541116593906403
2,Local Sclerosants,income,items,0.008913907921349641
2,Local Sclerosants,income,quantity,0.2978479215043669
2,Local Sclerosants,income,act_cost,0.19619914786979936
2,Local Sclerosants,income,net_ingredient_cost,0.1978177274142185
2,Local Sclerosants,health,items,-0.03339804703885994
2,Local Sclerosants,health,quantity,0.3145142955411194
2,Local Sclerosants,health,act_cost,0.21773082953376086
2,Local Sclerosants,health,net_ingredient_cost,0.21800021828179328
2,Local Sclerosants,IMD,items,0.011660017964254341
2,Local Sclerosants,IMD,quantity,0.24927814276565616
2,Local Sclerosants,IMD,act_cost,0.15003926536997472
2,Local Sclerosants,IMD,net_ingredient_cost,0.15136736954843258
2,Local Sclerosants,children,items,-0.04214241757830115
2,Local Sclerosants,children,quantity,0.1874283322784583
2,Local Sclerosants,children,act_cost,0.09328685050100445
2,Local Sclerosants,children,net_ingredient_cost,0.09542691594478339
2,Local Sclerosants,employment,items,0.042628528576287676
2,Local Sclerosants,employment,quantity,0.3161382861396529
2,Local Sclerosants,employment,act_cost,0.2118361624001356
2,Local Sclerosants,employment,net_ingredient_cost,0.2128604045031134
2,Local Sclerosants,environment,items,-0.09306347487460873
2,Local Sclerosants,environment,quantity,0.03130537100046506
2,Local Sclerosants,environment,act_cost,-0.023469477783395302
2,Local Sclerosants,environment,net_ingredient_cost,-0.02404717491909549
2,Local Sclerosants,living,items,-0.05412860592860306
2,Local Sclerosants,living,quantity,0.005371278206288171
2,Local Sclerosants,living,act_cost,-0.07287238651463551
2,Local Sclerosants,living,net_ingredient_cost,-0.07530280876205063
